file,batch,nf,profile,injected_count,mutated_count,details
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_001,udm,light,5,3,"original_anchor_line_number=13;inserted_after_line_number=14;anomaly_line_number=15;nf=udm;family=level_flip,identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_001,udm,light,5,3,original_anchor_line_number=21;inserted_after_line_number=25;anomaly_line_number=26;nf=udm;family=identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_001,udm,light,5,3,original_anchor_line_number=14;inserted_after_line_number=16;anomaly_line_number=17;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_001,udm,light,5,3,"original_anchor_line_number=5;inserted_after_line_number=5;anomaly_line_number=6;nf=udm;family=level_flip,range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_001,udm,light,5,3,"original_anchor_line_number=15;inserted_after_line_number=18;anomaly_line_number=19;nf=udm;family=timestamp_skew,identifier_conflict;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,original_anchor_line_number=7;inserted_after_line_number=8;anomaly_line_number=9;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,"original_anchor_line_number=12;inserted_after_line_number=16;anomaly_line_number=17;nf=udm;family=level_flip,identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/context.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,original_anchor_line_number=23;inserted_after_line_number=32;anomaly_line_number=33;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,"original_anchor_line_number=10;inserted_after_line_number=13;anomaly_line_number=14;nf=udm;family=timestamp_skew,range_fuzz;micro_transforms=timestamp_skew,range_fuzz;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,original_anchor_line_number=13;inserted_after_line_number=18;anomaly_line_number=19;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,original_anchor_line_number=5;inserted_after_line_number=5;anomaly_line_number=6;nf=udm;family=identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,"original_anchor_line_number=16;inserted_after_line_number=23;anomaly_line_number=24;nf=udm;family=range_fuzz,identifier_conflict;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,original_anchor_line_number=8;inserted_after_line_number=10;anomaly_line_number=11;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,original_anchor_line_number=15;inserted_after_line_number=21;anomaly_line_number=22;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/context.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_001_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_001,udm,light,10,6,original_anchor_line_number=21;inserted_after_line_number=29;anomaly_line_number=30;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,"original_anchor_line_number=10;inserted_after_line_number=15;anomaly_line_number=16;nf=udm;family=range_fuzz,identifier_conflict;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,original_anchor_line_number=4;inserted_after_line_number=6;anomaly_line_number=7;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,"original_anchor_line_number=3;inserted_after_line_number=4;anomaly_line_number=5;nf=udm;family=identifier_conflict,timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,original_anchor_line_number=8;inserted_after_line_number=12;anomaly_line_number=13;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,original_anchor_line_number=14;inserted_after_line_number=21;anomaly_line_number=22;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudr-build.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,original_anchor_line_number=12;inserted_after_line_number=18;anomaly_line_number=19;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,original_anchor_line_number=6;inserted_after_line_number=9;anomaly_line_number=10;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,"original_anchor_line_number=17;inserted_after_line_number=25;anomaly_line_number=26;nf=udm;family=timestamp_skew,range_fuzz;micro_transforms=timestamp_skew,range_fuzz;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_002,udm,light,9,8,"original_anchor_line_number=2;inserted_after_line_number=2;anomaly_line_number=3;nf=udm;family=level_flip,timestamp_skew;micro_transforms=level_flip,timestamp_skew;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_002,udm,light,6,1,original_anchor_line_number=20;inserted_after_line_number=25;anomaly_line_number=26;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_002,udm,light,6,1,original_anchor_line_number=4;inserted_after_line_number=5;anomaly_line_number=6;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_002,udm,light,6,1,original_anchor_line_number=6;inserted_after_line_number=8;anomaly_line_number=9;nf=udm;family=identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_002,udm,light,6,1,original_anchor_line_number=8;inserted_after_line_number=11;anomaly_line_number=12;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_002,udm,light,6,1,"original_anchor_line_number=12;inserted_after_line_number=16;anomaly_line_number=17;nf=udm;family=identifier_conflict,level_flip;micro_transforms=;chosen_template_src_path=src/udm/sess-sm.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_002,udm,light,6,1,original_anchor_line_number=3;inserted_after_line_number=3;anomaly_line_number=4;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_002,udm,light,6,4,original_anchor_line_number=14;inserted_after_line_number=17;anomaly_line_number=18;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_002,udm,light,6,4,original_anchor_line_number=17;inserted_after_line_number=21;anomaly_line_number=22;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_002,udm,light,6,4,original_anchor_line_number=2;inserted_after_line_number=2;anomaly_line_number=3;nf=udm;family=level_flip;micro_transforms=level_flip;chosen_template_src_path=src/udm/sess-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_002,udm,light,6,4,"original_anchor_line_number=23;inserted_after_line_number=28;anomaly_line_number=29;nf=udm;family=timestamp_skew,identifier_conflict;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_002,udm,light,6,4,"original_anchor_line_number=13;inserted_after_line_number=15;anomaly_line_number=16;nf=udm;family=level_flip,identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_002_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_002,udm,light,6,4,original_anchor_line_number=5;inserted_after_line_number=6;anomaly_line_number=7;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,original_anchor_line_number=19;inserted_after_line_number=26;anomaly_line_number=27;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,"original_anchor_line_number=8;inserted_after_line_number=9;anomaly_line_number=10;nf=udm;family=range_fuzz,identifier_conflict;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,original_anchor_line_number=18;inserted_after_line_number=24;anomaly_line_number=25;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,original_anchor_line_number=10;inserted_after_line_number=13;anomaly_line_number=14;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/app.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,"original_anchor_line_number=14;inserted_after_line_number=19;anomaly_line_number=20;nf=udm;family=level_flip,range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,"original_anchor_line_number=11;inserted_after_line_number=15;anomaly_line_number=16;nf=udm;family=level_flip,timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,original_anchor_line_number=4;inserted_after_line_number=4;anomaly_line_number=5;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/sbi-path.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_003,udm,light,8,7,original_anchor_line_number=9;inserted_after_line_number=11;anomaly_line_number=12;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_003,udm,light,6,6,"original_anchor_line_number=9;inserted_after_line_number=11;anomaly_line_number=12;nf=udm;family=range_fuzz,timestamp_skew;micro_transforms=range_fuzz,timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_003,udm,light,6,6,original_anchor_line_number=21;inserted_after_line_number=26;anomaly_line_number=27;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_003,udm,light,6,6,"original_anchor_line_number=8;inserted_after_line_number=9;anomaly_line_number=10;nf=udm;family=range_fuzz,level_flip;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudr-build.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_003,udm,light,6,6,"original_anchor_line_number=2;inserted_after_line_number=2;anomaly_line_number=3;nf=udm;family=level_flip,timestamp_skew;micro_transforms=level_flip,timestamp_skew;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_003,udm,light,6,6,original_anchor_line_number=15;inserted_after_line_number=19;anomaly_line_number=20;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_003,udm,light,6,6,original_anchor_line_number=10;inserted_after_line_number=13;anomaly_line_number=14;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/app.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,original_anchor_line_number=8;inserted_after_line_number=9;anomaly_line_number=10;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/context.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,original_anchor_line_number=22;inserted_after_line_number=30;anomaly_line_number=31;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/context.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,original_anchor_line_number=21;inserted_after_line_number=28;anomaly_line_number=29;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,original_anchor_line_number=3;inserted_after_line_number=3;anomaly_line_number=4;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,"original_anchor_line_number=20;inserted_after_line_number=26;anomaly_line_number=27;nf=udm;family=identifier_conflict,level_flip;micro_transforms=;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,original_anchor_line_number=11;inserted_after_line_number=14;anomaly_line_number=15;nf=udm;family=identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,"original_anchor_line_number=17;inserted_after_line_number=21;anomaly_line_number=22;nf=udm;family=range_fuzz,level_flip;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudr-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,original_anchor_line_number=19;inserted_after_line_number=24;anomaly_line_number=25;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/ue-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_003_udm/udm_open5gs-udm-deployment-6bbdb7769b-2zs2k-udm.log,batch_003,udm,light,9,7,original_anchor_line_number=9;inserted_after_line_number=11;anomaly_line_number=12;nf=udm;family=timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,"original_anchor_line_number=6;inserted_after_line_number=7;anomaly_line_number=8;nf=udm;family=level_flip,range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,"original_anchor_line_number=15;inserted_after_line_number=21;anomaly_line_number=22;nf=udm;family=identifier_conflict,timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,"original_anchor_line_number=3;inserted_after_line_number=3;anomaly_line_number=4;nf=udm;family=timestamp_skew,identifier_conflict;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/sbi-path.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,original_anchor_line_number=12;inserted_after_line_number=16;anomaly_line_number=17;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,original_anchor_line_number=19;inserted_after_line_number=26;anomaly_line_number=27;nf=udm;family=level_flip;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,original_anchor_line_number=10;inserted_after_line_number=13;anomaly_line_number=14;nf=udm;family=identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,"original_anchor_line_number=8;inserted_after_line_number=10;anomaly_line_number=11;nf=udm;family=range_fuzz,level_flip;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,"original_anchor_line_number=21;inserted_after_line_number=29;anomaly_line_number=30;nf=udm;family=identifier_conflict,timestamp_skew;micro_transforms=timestamp_skew;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-s8nhx-udm.log,batch_004,udm,light,9,5,original_anchor_line_number=14;inserted_after_line_number=19;anomaly_line_number=20;nf=udm;family=identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/nudr-build.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_004,udm,light,6,4,"original_anchor_line_number=8;inserted_after_line_number=10;anomaly_line_number=11;nf=udm;family=timestamp_skew,range_fuzz;micro_transforms=timestamp_skew,range_fuzz;chosen_template_src_path=src/udm/app.c;phase_name=None;phase_pattern="
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_004,udm,light,6,4,original_anchor_line_number=18;inserted_after_line_number=22;anomaly_line_number=23;nf=udm;family=identifier_conflict;micro_transforms=;chosen_template_src_path=src/udm/nudm-handler.c;phase_name=None;phase_pattern=
anomalous_logs/udm/batch_004_udm/udm_open5gs-udm-deployment-6bbdb7769b-xrngb-udm.log,batch_004,udm,light,6,4,original_anchor_line_number=3;inserted_after_line_number=3;anomaly_line_number=4;nf=udm;family=range_fuzz;micro_transforms=range_fuzz;chosen_template_src_path=src/udm/udm-sm.c;phase_name=None;phase_pattern=
